x,barcode_501,barcode_502,barcode_503,barcode_504,barcode_505,barcode_506,barcode_507,barcode_508,barcode_509,barcode_510,barcode_511,barcode_512
57,0.979764961783632,0.972786118982439,0.916409483603935,0.962957355446675,0.970549262458979,0.930093909839975,0.957237895028246,0.987092957421887,0.99519777282535,0.990371695285573,0.994108165653684,0.993685456836232
58,0.987036645418567,0.981094930615736,0.957407388293096,0.978562803033896,0.979713446264414,0.940157558015229,0.965449464932998,0.984783852098811,0.995646799972586,0.987664391764307,0.997963178104191,0.996887022746192
59,0.998238723905622,0.99589445070057,0.974211161916951,0.996284243514299,0.997459607440153,0.957413285528675,0.985405690656009,0.982929872915521,0.995582990851663,0.98945302728776,0.9959226189205,0.994201802146377
60,1,1,0.986555948928089,1,1,0.957306382908738,0.983450554964401,0.979417612351621,0.991788711457518,0.985967623040636,0.997557682368971,0.996755124080365
61,0.985026132141023,0.990654789460448,0.939607567891168,0.979084504729974,0.98418657330154,0.952120783513971,0.971641881428806,0.978732348170853,0.99327404599456,0.981554696164395,1,1
62,0.978414549409383,0.985469591223127,0.943808511297132,0.972340689448857,0.977354396692558,0.953140470042597,0.970437656259462,0.980430219731939,0.991338502659895,0.971381831624758,0.998441284003981,0.996329617297005
63,0.971878493096885,0.980917124930119,0.908012757656142,0.961421436467313,0.968039093730464,0.958293176323537,0.97033038332771,0.978555962651332,0.990858752602585,0.967996041979807,0.997108673924836,0.996424955565055
64,0.965822784810127,0.975422769059248,0.913550364873094,0.952873554831578,0.957621416288736,0.956936335378189,0.966352633810006,0.977048960822137,0.993848328082867,0.964940087350938,0.996672745988288,0.996584696379958
65,0.964016192864264,0.976528047645516,0.900323070094857,0.954526218246426,0.957226915753456,0.965835567323981,0.974868720424247,0.97246229357181,0.996672472508904,0.96355544438074,0.998110800975539,0.997180349629896
66,0.961194525845141,0.977011807258637,0.906330315948102,0.954081130086135,0.954702430473257,0.974141078565202,0.980938292111114,0.973516100489534,0.995872495196591,0.953439028115668,0.998844644146126,0.99682824487592
67,0.95619014531283,0.976206075187777,0.919407945666422,0.954767003644615,0.952107953162606,0.978545466506587,0.982440113155641,0.969405802890469,0.998964874260582,0.949042703673122,0.994138063956741,0.993617117015772
68,0.95506329113924,0.977670168851327,0.962914030325238,0.951808261857769,0.952701294693491,0.981405522753812,0.984350263424256,0.968625586650835,0.997870666001791,0.936394969683956,0.998118809449572,0.996176907327829
69,0.952318661067642,0.977284122272645,0.979310095682421,0.956016533930676,0.95340121499802,0.986276992911534,0.986158331386849,0.963623705312584,0.997393279245256,0.930265351163609,0.993224297069539,0.990098038112808
70,0.957838131778496,0.986204841760949,1,0.964400243704009,0.959177148238348,1,1,0.955052270303728,0.998595017689306,0.924404692069128,0.993317996215729,0.989146061601458
71,0.946631521706293,0.975629408099289,0.97812309693135,0.956784493420357,0.950905362821188,0.996699176027499,0.994478904431929,0.94502565475882,0.997796222027381,0.915018782886654,0.99271976320544,0.987253357931919
72,0.931012658227848,0.959407442529518,0.954945656100658,0.935332703399817,0.93063789782118,0.986462839004654,0.97872362513301,0.940524927168552,0.993217326775961,0.909057402361087,0.991745131915584,0.984486579521678
73,0.919648953203831,0.951362936645111,0.926767337923062,0.923911814172045,0.919296007431881,0.984091245497755,0.971529417871324,0.930922216238991,0.988721147051664,0.897929344469508,0.98756897965634,0.97971319774113
74,0.914268451104196,0.949053064585112,0.910815106881496,0.915526280266907,0.910216132208583,0.986367448974557,0.97234088569377,0.923749956145024,0.979022160671366,0.880430379354542,0.979565043758302,0.972494206583121
75,0.901388175583819,0.940130743243784,0.910010012076422,0.906921850545233,0.900969230548976,0.977905695442659,0.960542593409636,0.916942376331381,0.970093610343695,0.861534596151335,0.972862217941545,0.966499426282989
76,0.884705900123863,0.926020019959089,0.90961262553802,0.9023761140885,0.892584503446312,0.966208904165913,0.946851452942652,0.91007685966826,0.961703892592706,0.844331154356147,0.966996811559538,0.961969030530744
77,0.871230476420652,0.914451437422811,0.865894945449666,0.885712670054687,0.878877200573298,0.961668009802148,0.937158824496293,0.909778484893449,0.9502808782971,0.831914747609803,0.960531036574167,0.954860564267555
78,0.859422676052083,0.905280828862829,0.876923712106355,0.874744165514423,0.867268067885907,0.959451013930234,0.93333506354191,0.903223252246421,0.940111595062592,0.817742910207398,0.954038032777083,0.947120165590479
